id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
44879,0.549836,tcp,http,FIN,10,8,860,1118,30.918311,62,252,11261.54004,14244.24805,2,2,61.092889,74.84043,3560.367578,156.489109,255,2490963052,716275141,255,0.07795,0.02536,0.05259,86,140,0,0,1,1,1,1,1,1,0,0,0,19,1,0,Normal,0
94454,0.773601,tcp,http,FIN,10,8,1296,354,21.975153,254,252,12068.23633,3205.786865,2,1,81.961444,100.63157,4561.539855,169.951453,255,1943743410,4178103545,255,0.134046,0.069177,0.064869,130,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
54863,7.667978,tcp,http,FIN,112,674,5100,914280,102.373797,254,252,5273.880859,952453.4375,2,335,69.080885,11.26521,3435.157338,1485.921392,255,675707865,3192434403,255,0.15919,0.082213,0.076977,46,1356,1,443364,1,1,1,1,1,1,0,0,1,2,1,0,Worms,1
131910,0.642336,tcp,-,FIN,10,6,1078,268,23.352264,254,252,12093.35938,2789.817139,2,1,60.416889,114.306203,3166.440302,159.277,255,256400646,3949988698,255,0.144405,0.070797,0.073608,108,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
163161,0.534206,tcp,-,FIN,10,6,1722,268,28.079057,254,252,23212.01953,3354.51123,2,1,59.356222,93.121797,2943.876382,145.474328,255,2754360703,2448260261,255,0.163303,0.06691,0.096393,172,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
103159,4e-06,udp,-,INT,2,0,142,0,250000.0006,254,0,142000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,71,0,0,0,7,2,3,1,1,1,0,0,0,2,1,0,Shellcode,1
114996,1.696152,tcp,-,FIN,10,8,564,354,10.022687,254,252,2396.011719,1462.133179,2,1,182.935111,230.287281,10726.26942,368.712812,255,3616138159,3356444290,255,0.138356,0.084138,0.054218,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
103667,7.147017,tcp,ftp,FIN,24,24,1272,1726,6.57617,62,252,1364.485352,1852.521118,7,9,310.73988,306.005924,23504.62949,25823.78389,255,3089012862,2252299650,255,0.310576,0.108135,0.202441,53,72,0,0,1,1,1,1,1,2,1,1,0,1,1,0,Exploits,1
126751,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,6,6,6,22,0,0,0,7,22,0,Generic,1
50865,0.705944,tcp,http,FIN,10,8,840,354,24.08123,254,252,8567.251953,3513.026611,2,1,70.574,88.88943,4605.398013,145.198125,255,3275250756,820504883,255,0.124519,0.08371,0.040809,84,44,1,0,1,1,10,1,1,1,0,0,1,1,1,0,Backdoor,1
158371,0.352123,tcp,-,FIN,10,6,772,268,42.598752,254,252,15789.9375,5089.130859,2,1,32.085667,58.576199,1570.968593,74.634609,255,3096938847,4211927353,255,0.080569,0.059233,0.021336,77,45,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
167460,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,17,16,16,16,0,0,0,16,16,0,Generic,1
59753,2.075585,ospf,-,INT,42,0,2688,0,19.753468,254,0,10113.77539,0.0,0,0,50.624023,0.0,55.667926,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
109392,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
85900,1.279335,ospf,-,INT,28,0,3024,0,21.104714,254,0,18234.47266,0.0,0,0,47.382777,0.0,52.644211,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Backdoor,1
60586,0.475679,tcp,http,FIN,10,6,1296,268,31.53387,254,252,19626.67969,3767.246338,2,1,52.853222,73.576398,2656.941924,106.260813,255,4131522340,2742312359,255,0.167416,0.107119,0.060297,130,45,1,0,1,1,1,1,1,1,0,0,1,3,1,0,Worms,1
72423,1.225701,tcp,http,FIN,10,8,1292,354,13.869614,254,252,7590.758301,2023.332031,2,1,136.168778,162.036,6773.07698,291.778813,255,3098062779,3627167439,255,0.334451,0.09144,0.243011,129,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Worms,1
55461,0.777128,tcp,http,FIN,10,6,1302,268,19.30184,254,252,12064.93652,2305.926514,2,1,84.239444,143.610797,4529.496962,240.546703,255,4124911946,3443459206,255,0.129705,0.059065,0.07064,130,45,1,0,2,1,1,1,1,3,0,0,1,2,2,0,Worms,1
130080,3.808235,tcp,ftp,FIN,22,24,1154,1726,11.816498,62,252,2314.983154,3476.67627,7,9,181.34453,162.257523,10149.38604,10195.34994,255,3599460403,1454771761,255,0.14402,0.075633,0.068387,52,72,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
140936,9e-06,bna,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,Backdoor,1
42697,0.700832,tcp,-,FIN,10,8,640,354,24.256883,254,252,6575.041992,3538.651123,2,1,69.007667,88.375,4813.765456,120.60025,255,3162450446,1399329029,255,0.118779,0.082201,0.036578,64,44,0,0,7,1,2,2,1,8,0,0,0,2,7,0,Normal,0
57662,0.652541,tcp,-,FIN,12,8,2030,740,29.116945,254,252,22815.42578,7944.328613,3,2,55.563819,82.670289,2767.899695,107.387852,255,3367197480,3138701407,255,0.155549,0.07384,0.081709,169,93,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Fuzzers,1
81545,0.205076,tcp,http,FIN,10,14,814,9474,112.153546,62,252,28594.27734,343209.3438,2,5,22.786222,11.306308,1140.913534,1109.448616,255,3699606052,3598396437,255,0.04997,0.041533,0.008437,81,677,1,4189,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
109252,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Backdoor,1
28360,0.020872,tcp,-,FIN,48,48,2958,32538,4551.552187,31,29,1110387.125,12211958.0,7,18,0.437468,0.44337,24.870849,26.09551,255,2488115727,360397369,255,0.000894,0.000474,0.00042,62,678,0,0,8,0,4,1,1,1,0,0,0,2,5,0,Normal,0
158034,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,34,33,17,34,0,0,0,33,34,0,Generic,1
147407,9e-06,udp,-,INT,2,0,808,0,111111.1072,254,0,359111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,404,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Worms,1
168994,5e-06,ipnip,-,INT,2,0,180,0,200000.0051,254,0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,4,3,0,Analysis,1
107793,3.4e-05,unas,-,INT,2,0,200,0,29411.76419,254,0,23529412.0,0.0,0,0,0.034,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,6,6,6,8,0,0,0,7,8,0,Exploits,1
50463,8e-06,tp++,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,2,6,0,Analysis,1
79230,0.280492,tcp,http,FIN,10,10,748,4206,67.738115,62,252,19223.36328,107981.6875,2,2,31.165778,29.15011,1594.144446,1857.463908,255,2769635463,690650727,255,0.025704,0.017208,0.008496,75,421,1,1663,1,1,1,1,1,1,0,0,1,7,1,0,Exploits,1
136308,0.259378,tcp,http,FIN,10,6,1308,268,57.830659,254,252,36333.07422,6908.835938,2,1,28.819778,43.349398,1489.356272,65.517953,255,766566468,3510803096,255,0.09462,0.041439,0.053181,131,45,1,0,2,1,1,1,1,1,0,0,1,9,1,0,Worms,1
148775,1.458328,tcp,smtp,FIN,22,20,3273,1714,28.114388,62,252,17142.91992,8936.260742,8,8,69.444192,73.883687,3371.875229,94.560102,255,138359618,3005482881,255,0.097948,0.035034,0.062914,149,86,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
68096,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0,DoS,1
78921,0.385634,tcp,http,FIN,10,6,1314,268,38.896985,254,252,24541.4043,4646.893066,2,1,41.440444,71.709203,2760.997482,128.337063,255,290966090,1375755137,255,0.079918,0.027074,0.052844,131,45,1,0,1,1,1,1,1,1,0,0,4,1,1,0,Worms,1
23315,0.085952,tcp,-,FIN,60,62,3614,50036,1407.762491,31,29,330789.2813,4581999.5,7,24,1.450356,1.399918,86.126266,83.263218,255,2590869072,2591154586,255,0.000685,0.000548,0.000137,60,807,0,0,6,0,2,1,1,1,0,0,0,2,2,0,Normal,0
122064,59.814823,udp,dns,REQ,70,0,12320,0,1.15356,254,0,1624.212769,0.0,0,0,878.2395,0.0,1483.91875,0.0,0,0,0,0,0.0,0.0,0.0,176,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
61706,8.416927,tcp,-,FIN,10,8,908,354,2.019739,254,252,777.480896,294.644348,2,1,935.214111,1191.13225,60711.94594,1857.170625,255,3038318861,2823992586,255,0.155186,0.078226,0.07696,91,44,0,0,5,1,2,1,1,5,0,0,0,3,4,0,Shellcode,1
124211,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,15,14,14,15,0,0,0,15,15,0,Generic,1
62879,9e-06,udp,-,INT,2,0,176,0,111111.1072,254,0,78222216.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,0,0,2,2,1,1,1,1,0,0,0,19,1,0,Shellcode,1
133344,0.227257,tcp,http,FIN,10,8,852,1362,74.805177,62,252,27000.26953,41961.30469,2,2,25.250778,30.281428,1230.334837,46.88027,255,3801608475,908499090,255,0.043548,0.014298,0.02925,85,170,1,254,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
150755,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,16,16,16,23,0,0,0,17,23,0,Generic,1
54053,6e-06,any,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,3,3,3,0,0,0,4,3,0,Analysis,1
63039,0.673167,tcp,http,FIN,10,10,836,1398,28.224795,62,252,8948.745117,14962.11231,2,2,74.767333,64.914668,4774.720955,112.765648,255,1981139684,3399134888,255,0.110459,0.088934,0.021525,84,140,1,232,4,1,1,1,1,5,0,0,4,1,4,0,Analysis,1
109084,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.64,0.0,15.492017,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
56937,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Analysis,1
59280,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS,1
96813,0.699027,tcp,-,FIN,10,6,598,268,21.458399,254,252,6168.574219,2563.563232,2,1,74.608444,126.681398,4142.411943,213.554953,255,945838173,1799319191,255,0.153077,0.065612,0.087465,60,45,0,0,4,1,2,1,1,4,0,0,0,20,4,0,Shellcode,1
60938,0.718771,tcp,-,FIN,10,6,934,268,20.868956,254,252,9360.422852,2493.144531,2,1,79.768333,130.847398,4703.406208,238.915828,255,3985135889,2871805220,255,0.113524,0.064531,0.048993,93,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
80455,1.131792,tcp,http,FIN,12,8,920,1334,16.787538,62,252,5965.760742,8255.93457,2,2,102.775545,147.452141,5564.511484,210.741031,255,477316619,853452507,255,0.184227,0.099621,0.084606,77,167,1,125,5,1,3,3,3,6,0,0,9,3,5,0,Analysis,1
166705,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,42,2,33,33,16,42,0,0,0,33,42,0,Generic,1
120386,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,1,1,4,0,0,0,3,3,0,DoS,1
44841,1.085306,tcp,http,FIN,10,10,850,1420,17.506583,62,252,5638.962402,9420.383789,2,2,120.589556,112.838336,7116.959804,278.718781,255,2829305573,3985404735,255,0.120125,0.054272,0.065853,85,142,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
41045,0.862465,tcp,-,FIN,34,10,35518,440,49.857094,254,252,319771.8125,3673.192383,14,1,25.289546,88.141109,2225.886592,134.592594,255,292966753,2333321706,255,0.250973,0.06919,0.181783,1045,44,0,0,1,1,2,1,1,1,0,0,0,25,4,0,Normal,0
20655,0.003352,tcp,ftp-data,FIN,8,12,424,8824,5668.257905,31,29,885441.5625,19305490.0,1,4,0.435714,0.264545,26.946661,17.648511,255,2193901469,55491037,255,0.000566,0.000439,0.000127,53,735,0,0,3,0,4,1,1,5,0,0,0,5,3,0,Normal,0
97550,2e-06,udp,-,INT,2,0,142,0,500000.0013,254,0,284000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,71,0,0,0,1,2,1,1,1,1,0,0,0,18,1,0,Shellcode,1
152638,3e-06,tlsp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,4,6,0,Analysis,1
149113,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,2,2,2,23,0,0,0,2,23,0,Generic,1
86645,1.575441,tcp,-,FIN,10,10,458,456,12.060115,254,252,2097.190674,2087.034668,2,2,175.033778,164.787672,9528.685878,302.772125,255,2335095844,3067345478,255,0.157684,0.092348,0.065336,46,46,0,0,3,1,2,1,1,1,0,0,0,3,6,0,Backdoor,1
49207,6e-06,udp,-,INT,2,0,608,0,166666.6608,254,0,405333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,304,0,0,0,4,2,1,1,1,4,0,0,0,1,5,0,Fuzzers,1
168459,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic,1
72074,6e-06,il,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,1,1,1,8,0,0,0,2,8,0,Reconnaissance,1
58997,8e-06,igp,-,INT,2,0,180,0,125000.0003,254,0,90000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,9,9,9,10,0,0,0,9,10,0,DoS,1
117011,9e-06,rsvp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,4,4,15,0,0,0,4,8,0,DoS,1
26697,0.171002,tcp,-,FIN,22,24,2054,2478,263.154816,31,29,91741.61719,111109.8125,6,6,8.5325,7.409174,499.419664,465.708338,255,3337078587,3337360344,255,0.00073,0.000583,0.000147,93,103,0,0,4,0,6,2,1,4,0,0,0,4,10,0,Normal,0
113000,0.704711,tcp,http,FIN,10,8,830,1256,24.123363,62,252,8480.071289,12476.03613,2,2,78.198778,84.056859,4293.723288,140.431578,255,248792476,2680111752,255,0.222387,0.116303,0.106084,83,157,1,225,1,1,2,1,1,1,0,0,1,1,1,0,Analysis,1
164500,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,11,11,11,11,0,0,0,11,11,0,Generic,1
58941,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,2,2,4,0,0,0,27,4,0,Exploits,1
455,0.137088,tcp,-,FIN,16,18,1540,1644,240.721287,31,29,84267.03906,90627.91406,4,4,9.766714,7.999059,656.152082,16.430443,255,2126975972,3090208056,255,0.00123,0.001104,0.000126,96,91,0,0,3,0,9,3,1,3,0,0,0,8,3,0,Normal,0
118206,58.411156,ospf,-,REQ,50,0,13600,0,0.838881,254,0,1825.404785,0.0,0,0,1242.1865,0.0,1452.22875,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,6,1,1,1,1,0,0,0,2,1,0,Analysis,1
74462,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,23,6,0,DoS,1
50339,0.906794,tcp,http,FIN,10,8,826,1088,18.747367,62,252,6563.78418,8398.820312,2,2,100.754889,120.32357,5312.740057,176.859672,255,425488115,1438593930,255,0.162249,0.063444,0.098805,83,136,1,141,8,1,3,3,3,8,0,0,9,3,8,0,Analysis,1
113216,2.743418,tcp,ftp,FIN,24,22,1280,1624,16.402896,62,252,3578.018311,4522.825195,7,9,119.279041,127.504384,6148.811488,7538.173942,255,2452708515,1947824848,255,0.116637,0.065114,0.051523,53,74,0,0,1,1,2,1,1,2,1,1,0,5,1,0,Exploits,1
138270,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,13,13,13,28,0,0,0,13,28,0,Generic,1
139414,3.871076,tcp,http,FIN,46,232,2294,308273,71.55633,254,252,4639.536621,634335.25,2,113,86.023912,16.385251,4714.659403,2018.447119,255,2443634197,3800249613,255,0.13882,0.056488,0.082332,50,1329,1,149237,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
77464,51.011105,ospf,-,INT,42,0,18480,0,0.803747,254,0,2829.187988,0.0,0,0,1244.173375,0.0,1526.461125,0.0,0,0,0,0,0.0,0.0,0.0,440,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
51745,0.630076,tcp,-,FIN,10,8,564,354,26.980873,254,252,6450.015625,3936.033203,2,1,70.008444,86.193141,5460.281458,136.203109,255,3773783048,2363251,255,0.090332,0.021498,0.068834,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
152108,0.838619,tcp,http,FIN,10,6,842,268,17.886549,254,252,7230.935547,2136.846436,2,1,88.732111,141.597797,4490.730431,216.710438,255,3118800145,2590818869,255,0.244526,0.130621,0.113905,84,45,1,0,1,1,1,1,1,1,0,0,1,3,1,0,Exploits,1
56307,1.267168,tcp,http,FIN,12,10,916,1106,16.572388,62,252,5303.164062,6288.037109,2,2,115.095639,136.572,8641.745251,187.815406,255,2573473793,2508896575,255,0.073091,0.03801,0.035081,76,111,1,96,1,1,3,1,1,1,0,0,1,1,2,0,Exploits,1
168873,1e-05,udp,-,INT,2,0,1860,0,100000.0025,254,0,744000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,930,0,0,0,4,2,1,1,1,1,0,0,0,3,1,0,Fuzzers,1
127562,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,16,16,16,26,0,0,0,17,26,0,Generic,1
95480,0.206717,tcp,http,FIN,10,8,842,1268,82.238036,62,252,29334.79102,42957.28125,2,2,22.968556,26.746428,1182.19599,44.484793,255,1206029973,1398015533,255,0.057682,0.011976,0.045706,84,159,1,212,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
98884,1.850725,tcp,-,FIN,10,8,564,354,9.185589,254,252,2195.89624,1340.015381,2,1,200.100222,244.228859,12923.63389,344.929406,255,2704823859,573740327,255,0.181536,0.141116,0.04042,56,44,0,0,8,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
51483,7e-06,udp,-,INT,2,0,1064,0,142857.1409,254,0,608000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,4,2,1,1,1,4,0,0,0,1,11,0,Fuzzers,1
67042,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
81446,6e-06,eigrp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,3,3,17,0,0,0,6,12,0,Analysis,1
49957,0.660922,tcp,http,FIN,10,8,822,1068,25.721644,62,252,8957.18457,11317.52344,2,2,73.435778,82.747711,3890.511286,135.959781,255,1914889535,1954857397,255,0.142956,0.080942,0.062014,82,134,1,132,5,1,2,2,2,5,0,0,4,2,5,0,Analysis,1
164709,9e-06,udp,-,INT,2,0,244,0,111111.1072,254,0,108444440.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,122,0,0,0,3,2,1,1,1,1,0,0,0,17,1,0,Shellcode,1
159070,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
